Vietnamese,Bahnar
"Yư̆ an xre jên tăo đĕi drong pơm xa jơh pơgop pơm 'lưng Chương trinh dâng drong pơm dĭ tinh lơm xơnăm đưng yâu, tăo lư drong pơm, chuiên yich kơ kâ̆u choh jang 'boi trong tich kưk, pôk xuôn drong tơmưt jên, kai thiê̆n jơ nĕi arih dĭ bơ ngai choh jang, gop phân klaih pơ'ngot jul dnuh, khôi phuk xưm pôk xuôn rim plĕi nghê, nganh nghê truiên thô̆ng, tăo kơ hô̆i ăn khul choh jang iê̆u thê̆ ơ̆i kơ hô̆i xre jên pôk xuôn drong pơm xa kinh yoanh, tư̆ tăo drong pơm ăn akâu xư̆ tơ'yung hoa nhâ̆p adring apung pla plĕi.","Dự án vay vốn tạo việc làm đã góp phần thực hiện tốt Chương trình giải quyết việc làm của tỉnh trong những năm qua, tạo nhiều việc làm, chuyển dịch cơ cấu lao động theo hướng tích cực, nâng cao thu nhập, cải thiện đời sống của người lao động, góp phần xóa đói giảm nghèo, khôi phục và phát triển các làng nghề, ngành nghề truyền thống, tạo cơ hội cho nhóm lao động yếu thế có cơ hội vay vốn phát triển sản xuất kinh doanh, tự tạo việc làm cho bản thân để vươn lên hòa nhập với cộng đồng."
Yư̆ toan đĕi yuiêt 'bal ti pơđăm hriêng 'bal jĭt triê̆u đông.,Dự toán được duyệt: 2.520.000.000 đồng
"Yư̆ toăn jên Chương trinh muk tiêu yăo yuk apung tơ ring kông, apung kon kông 'bĭa bơ ngai, apung hrap tơ nat yai đoăn 2016-2020 dĭ tinh 'Binh Đĭnh","Dự toán kinh phí Chương trình mục tiêu giáo dục vùng núi, vùng dân tộc thiểu số, vùng khó khăn giai đoạn 2016 - 2020 của tỉnh Bình Định"
Yư̌ an alê phương an chơ đêh têh xă dĭ yoanh nghiêp păng p'lơk đai yiên dĭ nă ma đei kâp ơi thâm kuyên phê duyêt;,Dự án hoặc Phương án cánh đồng lớn của doanh nghiệp và tổ chức đại diện của nông dân được cấp có thẩm quyền phê duyệt;
"Yư̌ an liên kêt đĕi ngân sach kơpal têh đak tơgǔm 30% jên tơgǔm may mok trang 'bĭ; tơhyung pơjing rim kông trinh ha tâng tơgum liên kêt dôm; Hnam xương, 'bên 'bai, kho tang tơgǔm choh jang, sơ chê,, vĕi jư, chê 'biên păng tiêu thu san phâm nông nghiêp. Đĭ đăng tơgu bĭ kua 10 ti đông.","Dự án liên kết được ngân sách nhà nước hỗ trợ 30% vốn đầu tư máy móc trang thiết bị; xây dựng các công trình hạ tầng phục vụ liên kết bao gồm: Nhà xưởng, bến bãi, kho tàng phục vụ sản xuất, sơ chế, bảo quản, chế biến và tiêu thụ sản phẩm nông nghiệp. Tổng mức hỗ trợ không quá 10 tỷ đồng."
a. Kơ chê tơgum,a. Cơ chế hỗ trợ
abri jơ̆h pĕh phe đĭ đăng đĭ mĭnh jĭh tơ păr,Hôm qua tôi đã giã gạo và đã giã xong 10 cối
adrin gop phân tơ 'yung pơ jing kuân - yân đn kêt pơ jing jơ nĕi arih văn hŏa dơ nŏ đŏng kuân dĭ đơn vĭ,Tích cực góp phần xây dựng Quân - Dân đoàn kết xây dựng đời sống văn hóa nơi đóng quân của đơn vị.
adring goang yam sat drong pơm Đê an.,Tham gia giám sát việc thực hiện Đề án.
"adring in pơtho khan - giao yuk, wă jră jăng tơdrong thông tin, pơang tơdrong hinh anh","Song song với tuyên truyền - giáo dục, cần đẩy mạnh công tác thông tin, quảng bá giới thiệu hình ảnh"
"adring lơm apung trung tâm đô thĭ, rim khu vưk ơ̆i iêu kâu đuô̆i lơm gô răp kanh koan, chu iê̆u tơ'yung pôk xuôn hnam oĕi 'boi tĭa yư̆ an xư̆ đam 'bao châ̆t lươ̆ng lơm không yan kiê̆n truk.","Đối với khu vực trung tâm đô thị, các khu vực có yêu cầu cao về quản lý cảnh quan, chủ yếu phát triển nhà ở theo dự án để đảm bảo chất lượng về không gian kiến trúc"
adrĭng kêt hơp xư ly̆ rim vi pham kuy đĭnh lơm pơ jing nêp arih văn minh - my koan đô thĭ,Kết hợp xử lý các vi phạm quy định về xây dựng nếp sống văn minh - mỹ quan đô thị.
adrâu 'nhŏng 'nŏh pơdeĭ hŏk,Hôm nay anh ấy nghỉ học
adrâu duch 'nŏh năm tơ mir,Hôm nay cô ấy lên nương
adrỡu/ ahrẽi ỡu,"hôm nay, bây giờ"
akhan plach,nói dối
ao 'nao ruôt,Chiếc áo mới mua
ao bĭ lŭn mĭ lĕh xĭt piêu,"Áo không vừa, mẹ tháo ra may lại"
apung mă như?,apung mă như?
"apung đô thi: Gah tơgum pơjing  di apung la choh jang nông nghiêp ưng yung kông nghê đuôi ( choh jang hla 'nhem uôil uiêl, pơkao, mâu…)","Vùng đô thị: Hướng ưu tiên phát triển của vùng là sản xuất nông nghiệp ứng dụng công nghệ cao (sản xuất rau an toàn, hoa, nấm...)."
"aring rim trương hơp đeh lâp, đeh bĭ tơl kĭ, rim 'bak si nhi khoa tơtam ơ̆i măt xư̆ goang hô̆i chân, hôi sưk kâp kư̆u","Đối với các trường hợp đẻ non, đẻ thiếu cân, các bác sĩ nhi khoa phải có mặt để cùng tham gia hội chẩn, hồi sức cấp cứu."
ară,"còn, vẫn"
ayô đỡi sem yưng,săn được thú gì
ayơĭ tơdrong yưăng ară,Không thứ gì còn
ăn khul can 'bô̆ tham ya Văn phong Thương trưk 'Ban chi đăo tinh pơm keh nhiê̆m vŭ yua 'Ban chi đăo tinh pơ jao,Cho các cán bộ tham gia Văn phòng Thường trực Ban Chỉ đạo tỉnh hoàn thành nhiệm vụ do Ban Chỉ đạo tỉnh giao.
b. Ñoâi töông ap jung,b. Đối tượng áp dụng
ba,chúng ta (hai người)
"bal hriêng pêng jĭt hbâu hô̆i viên, kon dyŏng, mĭ 'bă ơ̆i kon ala minh jĭt drâu xơnăm đĕi kung kâp thông tin, kiê̆n thưk lơm jư, ren luiê̆n phâm chât đăo đưk xư ĭ thưk châp hanh phap luâ̆t.","230.000 hội viên, phụ nữ, cha mẹ có con dưới 16 tuổi được cung cấp thông tin, kiến thức về sự cần thiết phải giữ gìn và rèn luyện phẩm chất đạo đức, ý thức chấp hành pháp luật"
"bao'bi, kơ thung mong san phâm phai vă ơ̆i nhan mak xư̆ dơ gưm drong truy nguyên dnŏ Đưng tơm Đĕi hlâu.","Bao bì, thùng chứa sản phẩm cần có nhãn mác để giúp việc truy nguyên nguồn gốc được dễ dàng."
"bi đỡi, bi man","không nổi, không được"
binh đăng yơ̆i  'nĕi chia khŏa xư̆ dâ̆t tuôch drong 'băo lưk adring kon dyŏng xưm đe hyoh kon dyŏng,Bình đẳng giới là chìa khóa để chấm dứt bạo lực đối với phụ nữ và trẻ em gái
"boh xưm tuyên truyên xă xang rim tô chưk, kă nhân ơ̆i thanh tich lơm drong vâ̆n đô̆ng, thưk hiê̆n phong trao","Phát hiện và tuyên truyền rộng rãi các tổ chức, cá nhân có thành tích trong công tác vận động, thực hiện Phong trào."
"bon lot ( tinh ăn 500m2): 500 kg phân chuông hoai muk(  tơnng ơi  đei pơm hơgei wă pơm adring chê phâm Trichoderma), 2 – 3 kg urea, 2 – 3 kg Kali, 20 – 25 kg Phân lân, 20 – 25 kg Vôi.","Bón lót (tính cho 500m2): 500 kg phân chuồng hoai mục (nếu có điều kiện nên xử lý với chế phẩm Trichoderma), 2 – 3 kg urea, 2 – 3 kg Kali, 20 – 25 kg Phân lân, 20 – 25 kg Vôi."
bon lơm jơnang 'long jing tơ'băng,Bón trong thời kỳ cây cho măng
bon thuk,Bón thúc
băn hŏk,Bàn học
băn xư̆ lâm kơ chŏ,Bàn kê trong góc
bơ ngai đĕi dgưm,Đối tượng hỗ trợ
bơgang hming chroh,thuốc đi ngoài
bơgê dơning,sáng hôm sau
bơgê sruôih thoi ỡu yơh?,từ sáng sớm như thế nà)’ à?
"bơgê sruôih, minh biễ, jẵ 'năr","sáng sớm, lát nữa, gần"
bơn,chúng ta (ba người trở lên)
"bơngai tơgum pơm ƀoi Chi thi 01/CT-BYT ‘năr 09/01/2015 đâ̆ng kră pơgơr Bô̆ y tê̆ lâ̆m tơdrong adrin lăng hnhoi khul mĭ, đe mon hơ’yoh ŏh nga đĕi grêh grăng yăng pran, khĭ đĕi jĭ luôch tuôch hyong;","Đồng thời thực hiện Chỉ thị 01/CT-BYT ngày 09/01/2015 của Bộ Y tế về việc tăng cường chăm sóc sức khỏe bà mẹ và trẻ sơ sinh nhằm giảm tử vong mẹ, tử vong sơ sinh"
"bơ̆n hlêh phai pơm dal dal, bĭ ăn hach mơmơ̆u. Dră mơmơ̆u dơnŏ tŏ truh sriêng krĕnh. Wĕi hmiêt mơmơ̆u jơh sriêng lơ̆m atŭm mơlung, chô̆ 'yăp weng sư̆ dơnŏ sriêng.","Thao tác hái nhẹ nhàng, tránh làm nát tai nấm. Phơi tai mộc nhĩ dưới nắng cho tới khi khô giòn. Bảo quản mộc nhĩ khô trong túi nilon, buộc chặt và để nơi khô ráo."
chau e,chào bạn
"chănh văn phong UBND tỉnh, yam đôk sở văn hŏa xưm thể thao, khul thanh viên 'Ban chỉ đăo phong trao ""đĭ đăng đe nă ma adring đoan kêt tơ 'yung pơ jing jơnei arih văn hŏa"" tỉnh","Chánh Văn phòng UBND tỉnh, Giám đốc Sở Văn hóa và Thể thao, các thành viên Ban Chỉ đạo Phong trào “Toàn dân đoàn kết xây dựng đời sống văn hóa” tỉnh"
chê̆ đô̆ pơm biêk xưm hoat đô̆ng dĭ 'Ban chi đăo tinh,Chế độ làm việc và hoạt động của Ban Chỉ đạo tỉnh
chê̆ đô̆ pơm biê̆k xưm mô̆i koan hê̆ kông tak,Chế độ làm việc và Mối quan hệ công tác
"chi đao drong năm tuyên truyên rim trong glong dĭ đang, chĭnh sach, phap luât dĭ teh đak","Chỉ đạo công tác tuyên truyền các chủ trương, đường lối của Đảng, chính sách, pháp luật của Nhà nước"
"chi đăo drong phôi hợp hoạt đô̆ng tâk bâk khul thanh viên 'ban chỉ đăo adring khul kơ koan, 'ban, nghanh, đoàn thê dĭ tinh","Chỉ đạo sự phối hợp hoạt động giữa các thành viên Ban Chỉ đạo với các cơ quan, ban, ngành, đoàn thể của tỉnh"
"chi đăo hoat đô̆ng, kiê̆ toan 'ban chi đăo tinh, 'Ban chi đăo kâp tơ ring 'boi trong","Chỉ đạo hoạt động, kiện toàn Ban Chỉ đạo tỉnh, Ban Chỉ đạo cấp huyện theo hướng"
"chi đăo măt trâ̆n rim câp tô chưc kiêm tra, đănh giă chât lươ̆ng drong vâ̆n đô̆ng","Chỉ đạo mặt trận các cấp tổ chức kiểm tra, đánh giá chất lượng Cuộc Vận động."
"chi đăo pơm ""Đĭ đăng khul nă ma kon plĕi phong, dât tê̆ nan xa hô̆i"", phong trao ""Pơ jing xa, phương, thĭ trân phu hơp adrĭng khul đe h'yoh"" long ghep adrĭng phong trao","Chỉ đạo thực hiện “Toàn dân phòng, chống tệ nạn xã hội”, phong trào “Xây dựng xã, phường, thị trấn phù hợp với trẻ em”, lồng ghép với Phong trào."
chi đăo thư̆c hiê̆n pơm phong trao lơm khul đơn vĭ kuân sư̆ tơ apung teh cham tinh,Chỉ đạo thực hiện Phong trào trong các đơn vị quân sự trên địa bàn tỉnh
"chi đăo tô chưk triên khai pơ jing kơ koan, đơn vĭ, doanh nghiê̆p đat đĕi văn hŏa tơ apung tinh","Chỉ đạo tổ chức triển khai thực hiện xây dựng cơ quan, đơn vị, doanh nghiệp đạt chuẩn văn hóa trên địa bàn tỉnh"
"chi đăo tơ 'yung pơ jing xưm pơm rim chương trinh, kê̆ hoach hoat đô̆ng dĭ 'Ban chỉ đăo","Chỉ đạo xây dựng và thực hiện các chương trình, kế hoạch hoạt động của Ban Chỉ đạo."
chĭu trach nhiêm drong kông tak đam bao an nĭnh trâ̆t tư̆ tơ apung teh cham tinh,Chịu trách nhiệm công tác đảm bảo an ninh trật tự trên địa bàn tỉnh
chĭu trach nhiê̆m chi đăo thưk hiê̆n pơm pơ jing hnam trương hok đĕi chuân văn hŏa lơm hê̆ thô̆ng trương hok phô thông,Chịu trách nhiệm chỉ đạo thực hiện xây dựng trường học đạt chuẩn văn hóa trong hệ thống trường học phổ thông.
"chu tri tô chưc pơ jing ""ddơn vĭ lưk lương vu trang ơĭ môi trương văn hŏa 'lưng","Chủ trì tổ chức xây dựng ""Đơn vị lực lượng vũ trang có môi trường văn hóa tốt"""
"chu tri, phô̆i hơp adrĭng sơ văn hŏa xưm thê thao xưm khul kơ koan, đơn vĭ ơ̆i liên koan chi đăo tô chưk triên khai pơm drong phong trao 'boi hê̆ thô̆ng đoan thê đưng ting truh cơ sơ","Chủ trì, phối hợp với Sở Văn hóa và Thể thao và các cơ quan, đơn vị có liên quan chỉ đạo tổ chức triển khai thực hiện Phong trào theo hệ thống đoàn thể từ tỉnh đến cơ sở."
"chu tri, phô̆i hơp đĭnh hương ăn đai Phat thanh xưm truyên hinh, 'bao 'Binh Đĭnh","Chủ trì, phối hợp định hướng cho Đài Phát thanh và Truyền hình, Báo Bình Định"
"chu tri, tham mưu tô chưc rim hô̆i nghĭ sơ kêt, tông kêt tĭa adring nôi dung","Chủ trì, tham mưu tổ chức các Hội nghị sơ kết, tổng kết theo từng nội dung"
"chu đê, thơi yan","Chù đề, thời gian"
"chu đê: ""chung ti dât drong 'băo lưk adring kon dyŏng xưm đe hyoh kon dyŏng""",Chủ đề: “Chung tay chấm dứt bạo lực đối với phụ nữ và trẻ em gái”
chăl tơlak 'bỉ yưng,chẻ lạt bằng gì
chăl tơlak ah,chẻ lạt à
chăng hơ,"kệ nó, thôi kệ"
"chỉ đăo tổ chưk pơm xưm kiêm tra, pơ tho khan drong pơm rim kê̆ hoach, trong glong triển khai pơm phong trao","Chỉ đạo tổ chức thực hiện và kiểm tra, đôn đốc việc thực hiện các kế hoạch, chương trình triển khai thực hiện Phong trào."
"chỉ đăo, pơm khul trong glong, kê̆ hoach hoat đô̆ng dĭ 'Ban chỉ đăo tỉnh tĭa 'boi sư̆ phân kông dĭ kdră tơm 'ban 'Ban chỉ đăo tỉnh","Chỉ đạo thực hiện các chương trình, kế hoạch hoạt động của Ban Chỉ đạo tỉnh theo sự phân công của Trưởng ban Ban Chỉ đạo tỉnh."
chịu trach nhiê̆m chung lơ̆m drong hoat đô̆ng dĭ 'Ban chi đăo,Chịu trách nhiệm chung về hoạt động của Ban Chỉ đạo
dgưm pơjing xưm phô 'biê̆n plâk xă mô hinh pơm xa,Hỗ trợ xây dựng và phổ biến nhân rộng mô hình sản xuất
"dgưm rim drong pơm khuiên̆ nông, khuiê̆n lâm, khuiê̆n ngư xưm khuiê̆n kông","Hỗ trợ các hoạt động khuyến nông, khuyến lâm, khuyến ngư và khuyến công"
"dgưm sưa chưa, pôk xuôn kơ sơ dgưm xa hô̆i xưm rim mô hinh đĕi lông ghep adring rim chương trinh, đê an: gô răp, tơme đe hyoh, dgưm phuk hôi chưk năng ăn bơ ngai tâm thân, pôk xuôn nghê kông tak xa hô̆i truh xơ năm 'bal hbâu 'bal jĭt.","Hỗ trợ sửa chữa, nâng cấp cơ sở trợ giúp xã hội và các mô hình được thực hiện lồng ghép với các chương trình, đề án: Bảo vệ, chăm sóc trẻ em, trợ giúp phục hồi chức năng cho người tâm thần, phát triển nghề công tác xã hội đến năm 2020."
"dgưm, khuiê̆n khich apung ơ̆i unh hnam xưm bơ ngai choh jang oĕi cham plĕi tư̆ kơdih yai kuiê̆t drong pơm.","Hỗ trợ, khuyến khích khu vực hộ gia đình và người lao động nông thôn tự giải quyết việc làm"
diêng diêu sơmah ơmat,phong tục tập quán
"draê srieâng, jö vei oei dônoê thoang mat, srieâng","Phơi khô, cất trữ ở nơi thoáng mát, khô ráo"
"drong 'ban hanh kuy chê̆ tổ chứk xưm hoạt đô̆ng dĭ 'ban chỉ đăo phong trao ""đĭ đăng đe nă ma adring đoan kêt tơ 'yung pơ jing jơ nĕi arih văn hŏa"" tinh Bình Đĭnh",Về việc ban hành Quy chế tổ chức và hoạt động của Ban Chỉ đạo Phong trào “Toàn dân đoàn kết xây dựng đời sống văn hóa” tỉnh Bình Định.
drong pơm chu iê̆u 'nĕi tâ̆p huâ̆n drong pơm 'nao 'lưng hgĕi ăn nă ma,Thực hiện chủ yếu là tập huấn tiến bộ kỹ thuật cho nông dân
drong pơm đĕi lơm chương trinh yai kuiêt drong pơm yai đoăn 2011- 2015,Kết quả thực hiện chương trình giải quyết việc làm giai đoạn 2011- 2015
drơ̆u dơnŏ sư̆ pơtăm : drơ̆u rim minh jĭt kĭ đơ̆k phe weng minh jĭt pơđăm kĭ đơ̆k hơpo pĕh hach adring đăm hriêng 'nhă 'long lơngơp 'nao jing  pơtăm mơmơ̆u.,Trộn giá thể: Trộn đều 10 kg cám gạo và 15 kg bột ngô nghiền mịn với 500 kg mùn cưa ẩm tạo thành giá thể trồng mộc nhĩ
dôm như jên,bao nhiêu tiền
dôm yơ,bao nhiêu
dŏ brai,Thước vải
"dơgưm ranh, plâk xă mô hinh choh jang pơm xa thưk tiên 'lưng tơ teh cham plĕi ơ̆i lư unh hnam tơ plĕi adring goang pơm.",Hỗ trợ nhanh chóng nhân rộng những mô hình sản xuất hiệu quả thực tiễn tại địa phương có nhiều hộ dân cư nông thôn tham gia.
