bahnar,vietnamese,reference
inh bôk chonh chai luil ăn xe,tôi đi mua chai dầu nhớt cho xe,Kon Tum\Bảng đặt câu.xlsx
inh bôk chonh hơ drech tôl vă pơ tăm,tôi đi mua hạt giống bí đỏ để trồng,Kon Tum\Bảng đặt câu.xlsx
inh bôk chonh khõ plỡng,tôi đi mua dép mới,Kon Tum\Bảng đặt câu.xlsx
inh bôk chonh ngar,tôi đi mua than,Kon Tum\Bảng đặt câu.xlsx
inh bôk chonh teh,đất sau nhà tôi muốn trồng rau,Kon Tum\Bảng đặt câu.xlsx
inh bôk chă brơm,tôi đi kiếm đạn,Kon Tum\Bảng đặt câu.xlsx
inh bôk con ko,tôi bế con chó,Kon Tum\Bảng đặt câu.xlsx
inh bôk ha pong mu tol,tôi đến thăm những người bị mù,Kon Tum\Bảng đặt câu.xlsx
inh bôk hmenh yor bị hơ mau jơ mut jang,tôi đi nhanh vì bị trễ giờ làm,Kon Tum\Bảng đặt câu.xlsx
inh bôk hok hơtaih dơng hnam,tôi đi học xa nhà,Kon Tum\Bảng đặt câu.xlsx
inh bôk hok inh oei hơdrỗ,tôi đi học tôi ngồi một mình,Kon Tum\Bảng đặt câu.xlsx
inh bôk hrip ka tơ krong,tôi đi chích cá ở sông,Kon Tum\Bảng đặt câu.xlsx
inh bôk hõk hrôih vă poh măng lăm,tôi đi sớm để mở cửa lớp,Kon Tum\Bảng đặt câu.xlsx
inh bôk iok đak ăn tơ moi et,tôi đi lấy nước cho khách uống,Kon Tum\Bảng đặt câu.xlsx
inh bôk iõk toi kao su,tôi đi lấy mủ cao su,Kon Tum\Bảng đặt câu.xlsx
inh bôk jang măng inh pơ tơm wih,tôi đi làm đêm tô mới về,Kon Tum\Bảng đặt câu.xlsx
inh bôk jang thêm vă chă jên,tôi đi làm thêm để kiếm tiền,Kon Tum\Bảng đặt câu.xlsx
inh bôk kiă bă inh bôk tơ bri,tôi theo ba tôi đi vào trong rừng,Kon Tum\Bảng đặt câu.xlsx
inh bôk koh tơm kram,tôi đi chặt tre,Kon Tum\Bảng đặt câu.xlsx
inh bôk kão toi kao su,tôi đi cạo mủ cao su,Kon Tum\Bảng đặt câu.xlsx
inh bôk năng Thưu pơ long kơ dâu,tôi đi xem Thưu thi chạy,Kon Tum\Bảng đặt câu.xlsx
inh bôk phẽ cà phê păng bă inh tơ mir,tôi đi hái cà phê với bố tôi trên rẫy,Kon Tum\Bảng đặt câu.xlsx
inh bôk rôp ka,tôi đi bắt cá,Kon Tum\Bảng đặt câu.xlsx
inh bôk sa păng bôl,tôi đi ăn với bạn,Kon Tum\Bảng đặt câu.xlsx
inh bôk thay nhỡk plỡng ăn xe,tôi đi thay nhớt mới cho xe,Kon Tum\Bảng đặt câu.xlsx
inh bôk thông hó,tôi đi chơi nhé,Kon Tum\Bảng đặt câu.xlsx
inh bôk thông păng mu yuan,tôi đi chơi với người Việt,Kon Tum\Bảng đặt câu.xlsx
inh bôk tơ a nih đêl,tôi đi qua chỗ cũ,Kon Tum\Bảng đặt câu.xlsx
inh bôk xỡk tiu,tôi đi phơi tiêu,Kon Tum\Bảng đặt câu.xlsx
inh bôk yũp um thẻ,tôi đi chụp ảnh thẻ,Kon Tum\Bảng đặt câu.xlsx
inh bô̆h hi oei xa.,Tôi thấy nó đang ăn,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
inh bô̆k,Tôi đi,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_3_KT.xlsx"
inh bô̆k păng bă,Tôi đi với cha,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
inh bô̆k rah hat rah,Tôi vừa đi vừa hát,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
inh băk chơ mai,tôi đeo vòng cổ,Kon Tum\Bảng đặt câu.xlsx
inh băt kơ me bă inh,tôi yêu ba mẹ của tôi,Kon Tum\Bảng đặt câu.xlsx
inh băt kơ tơm inh,tôi nhớ sếp tôi,Kon Tum\Bảng đặt câu.xlsx
inh băt kơ yong inh,tôi nhớ cái giường của tôi,Kon Tum\Bảng đặt câu.xlsx
inh băt kơ yă bok inh,tôi yêu ông bà của tôi,Kon Tum\Bảng đặt câu.xlsx
inh băt kơ yă inh,tôi nhớ bà tôi,Kon Tum\Bảng đặt câu.xlsx
inh băt mêm kơ con ko inh,tôi tiếc thương con chó của tôi,Kon Tum\Bảng đặt câu.xlsx
inh bĩ bôh tơsi inh tơ yơ,tôi không thấy cái lược tôi đâu,Kon Tum\Bảng đặt câu.xlsx
inh bĩ gơh loăn bor bôh inh oei jĩ amindan,tôi không thể nuốt cơm vì tôi đang đau amindan,Kon Tum\Bảng đặt câu.xlsx
inh bĩ juăt tep rôih,tôi không quen ngủ sớm,Kon Tum\Bảng đặt câu.xlsx
inh bĩ kơ dơ bôh mẹ bă inh jang mir,tôi không ngại vì ba mẹ tôi làm nông,Kon Tum\Bảng đặt câu.xlsx
inh bĩ lũ bă inh et suai,tôi không thích ba tôi uống say,Kon Tum\Bảng đặt câu.xlsx
inh bĩ lũ xa hla xơ bey tăng,tôi  không thích ăn rau cải đắng,Kon Tum\Bảng đặt câu.xlsx
inh bĩ lũ xa trõng hơr,tôi không thích ăn cà đắng,Kon Tum\Bảng đặt câu.xlsx
inh bĩ lẽ vă khan kơ Huir thữ yơ,tôi không biết phải nói sao với Huir,Kon Tum\Bảng đặt câu.xlsx
inh bĩ lẽ vă tơl thữ yơ,tôi không biết phải trả lời như thế nào,Kon Tum\Bảng đặt câu.xlsx
inh bĩ ăn oh inh hum đak krong bôh krê,tôi không cho em tôi tắm sông vì nguy hiểm,Kon Tum\Bảng đặt câu.xlsx
inh bĩ đei jên ôh,tôi không có tiền đâu,Kon Tum\Bảng đặt câu.xlsx
inh bĭ gơh reh kơ tar pit brŏ,Tôi không biết đàn,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
inh bĭ ngih kơ hi truh,Tôi không nghĩ rằng nó đến,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
inh bơh kon rơ mo oei xa nhet,tôi thấy con bò đang ăn cỏ,Kon Tum\Bảng đặt câu.xlsx
inh bơh đe tech khong tơ kơ chơ,tôi thấy người ta bán đồ ngoài chợ,Kon Tum\Bảng đặt câu.xlsx
inh bơh điện thoại goăng tơ pă,tôi thấy điện thoại đẹp thật sự,Kon Tum\Bảng đặt câu.xlsx
inh bị gơh xa khong hơr,tôi không ăn được đồ đắng,Kon Tum\Bảng đặt câu.xlsx
inh bị lẹ bu năm chă mẹ bă inh,tôi không biết ai đã qua tìm bố mẹ tôi,Kon Tum\Bảng đặt câu.xlsx
inh bị wan hya tơ hnam e ôh,tôi không rảnh qua  nhà cậu đâu,Kon Tum\Bảng đặt câu.xlsx
inh bị ăn oh inh tah găr bi tơ bơr iũ oh loăn,tôi không cho em tôi bỏ viên bi vào miệng vì sợ em nuốt,Kon Tum\Bảng đặt câu.xlsx
"inh bị đei bưh, hoay dị","không sao, tôi không có cũng được",Kon Tum\Bảng đặt câu.xlsx
inh bỡ bai klaih boih,tôi làm bài xong rồi,Kon Tum\Bảng đặt câu.xlsx
inh bỡ băk âu năng duh pôm păi,tôi làm cái này nhìn cũng tàm tạm,Kon Tum\Bảng đặt câu.xlsx
inh bỡ pơchah pơnhan,tôi làm vỡ cái chén,Kon Tum\Bảng đặt câu.xlsx
inh bỡ tơxĩ mõng đak,tôi làm đổ vỡ ly nước,Kon Tum\Bảng đặt câu.xlsx
inh bỡ đơn vă pinh hok bổng,tôi làm đơn để xin học bổng,Kon Tum\Bảng đặt câu.xlsx
inh chang hnam trương bơ truh lich hok,tôi đợi nhà trường thông báo lịch học,Kon Tum\Bảng đặt câu.xlsx
inh chep unh pil bôk thông,tôi cầm đèn pin đi chơi,Kon Tum\Bảng đặt câu.xlsx
inh chonh ao mau bôk,tôi mới mua áo màu xám,Kon Tum\Bảng đặt câu.xlsx
inh chonh banh di bar rơ bâu,tôi mua bánh hết 2 ngàn đồng,Kon Tum\Bảng đặt câu.xlsx
inh chonh buk kok,tôi mua chăn trắng,Kon Tum\Bảng đặt câu.xlsx
inh chonh tiu vă ươp tơ băng,tôi đi mua tiêu để ướp đồ ăn,Kon Tum\Bảng đặt câu.xlsx
inh chonh tơ mo ăn pul,tôi mua pin cho đèn pin,Kon Tum\Bảng đặt câu.xlsx
inh chô ao tơ tơ neu,tôi cột áo vào eo,Kon Tum\Bảng đặt câu.xlsx
inh chă Thuer hia tơ âu,tôi theo Thuer đến đây,Kon Tum\Bảng đặt câu.xlsx
inh chă hnam trõ đei prơng vă thuê,tôi tìm nhà trọ có gác để thuê,Kon Tum\Bảng đặt câu.xlsx
inh chă tơsi kor sõk,tôi kiếm cái lược chải tóc,Kon Tum\Bảng đặt câu.xlsx
inh chơng bok tol măt găn trong,tôi dắt người mù qua đường,Kon Tum\Bảng đặt câu.xlsx
inh drong băng bôl inh,tôi đồng ý với bạn tôi,Kon Tum\Bảng đặt câu.xlsx
inh duh xang ji pơ xram rơ gei,tôi cũng từng học giỏi,Kon Tum\Bảng đặt câu.xlsx
inh dui lỡk tâm bak vă bẽ ka phê,tôi kéo trải tấm bạt để hái cà phê,Kon Tum\Bảng đặt câu.xlsx
inh dui tơ lây vă chỗ tơ long,tôi kéo dây để buộc vào cây,Kon Tum\Bảng đặt câu.xlsx
inh dônh mu chai pơ chah,tôi lượm lại những mảnh vỡ của thủy tinh,Kon Tum\Bảng đặt câu.xlsx
inh dônh tơ tul long,tôi nhặt đốt cây,Kon Tum\Bảng đặt câu.xlsx
inh dônh đei minh hộp brâm,tôi nhặt được một hộp đạn,Kon Tum\Bảng đặt câu.xlsx
inh dônh đei minh pôm điện thoại,tôi lượm được một chiếc diện thoại,Kon Tum\Bảng đặt câu.xlsx
inh et pơ gang lơ jat jing bơ ôr,tôi uống thuốc nhiều quá bị phù nề,Kon Tum\Bảng đặt câu.xlsx
inh gô Hnững pơ xrăm hơ xoang,tôi đợi Hnững tập múa,Kon Tum\Bảng đặt câu.xlsx
inh gô bôl truh đun mă,tôi đợi bạn lâu quá,Kon Tum\Bảng đặt câu.xlsx
inh gô chang mẹ inh wih dơng jang,tôi trông đợi mẹ tôi đi làm về,Kon Tum\Bảng đặt câu.xlsx
inh gô mẹ inh wih vă xong,tôi chờ mẹ về để ăn cơm,Kon Tum\Bảng đặt câu.xlsx
inh gô plenh prăng mi vă sỡk khong,tôi đợi trời tạnh mưa để phơi đồ,Kon Tum\Bảng đặt câu.xlsx
inh gơh tanh ao,tôi biết dệt áo,Kon Tum\Bảng đặt câu.xlsx
inh ha bơr pơ xram hat,hôi há miệng tập hát,Kon Tum\Bảng đặt câu.xlsx
inh hia hnam đe Huưt vă chă hi,tôi qua nhà Huưt để tìm nó,Kon Tum\Bảng đặt câu.xlsx
inh hia hnam đe Hưk,tôi qua nhà của Hưk,Kon Tum\Bảng đặt câu.xlsx
inh hia hnam đe Ngran xỗ hi bôk lao đỗng,tôi qua nhà Ngran rủ nó đi lao động,Kon Tum\Bảng đặt câu.xlsx
inh hiop hing tep,tôi liệm dần buồn ngủ,Kon Tum\Bảng đặt câu.xlsx
inh hiơt khan kơ bôl năr âu bơ thei,tôi quên nói với bạn hôm nay được nghỉ,Kon Tum\Bảng đặt câu.xlsx
inh hiơt tơ mut khong măn lơm hnam,tôi quên cất đồ để trong nhà,Kon Tum\Bảng đặt câu.xlsx
inh hli inh bỡ bai bĩ gơh,tôi sợ tôi làm bài không được,Kon Tum\Bảng đặt câu.xlsx
inh hli măng mu,tôi sợ bóng tối,Kon Tum\Bảng đặt câu.xlsx
inh hlom pơ long,tôi thổi bong bóng,Kon Tum\Bảng đặt câu.xlsx
inh hlom unh,tôi thổi lửa,Kon Tum\Bảng đặt câu.xlsx
inh hoang bă inh tung kơbang,tôi phụ ba tôi khiêng cái bàn,Kon Tum\Bảng đặt câu.xlsx
inh hok hơgei noh inh đei xa pri,tôi học giỏi nên tôi được phần thưởng,Kon Tum\Bảng đặt câu.xlsx
inh hrat noh inh bĩ gơh bôk păng iem,tôi bận nên không đi với mọi người,Kon Tum\Bảng đặt câu.xlsx
inh hrũk ao âu bĩ găl,tôi mặc áo này không vừa,Kon Tum\Bảng đặt câu.xlsx
inh hue năng jum dăr,tôi dòm ngó xung quanh,Kon Tum\Bảng đặt câu.xlsx
inh hue năng tơ rong,tôi ngó lại phía sau,Kon Tum\Bảng đặt câu.xlsx
inh hue năng đe a nai,tôi dòm ngó người ta,Kon Tum\Bảng đặt câu.xlsx
inh hur ao inh vă dah hreng,tôi hơ áo tôi để mau khô,Kon Tum\Bảng đặt câu.xlsx
inh hur xem nhung,tôi hơ thịt heo,Kon Tum\Bảng đặt câu.xlsx
inh hur xem rơ mo tơ unh,tôi hơ thịt bò trên lửa,Kon Tum\Bảng đặt câu.xlsx
inh hya ha pong kơ Phran,tôi qua thăm Phran,Kon Tum\Bảng đặt câu.xlsx
inh hyôk bôh mẽ inh wih dơng jang,tôi vui sướng thấy mẹ đi làm về,Kon Tum\Bảng đặt câu.xlsx
inh hyôk bôh đei minh pôm điện thoại nao,tôi vui sướng khi có điện thoại mới,Kon Tum\Bảng đặt câu.xlsx
inh hyơt khan kơ bă inh lễ bôk kơ chơ,tôi quên nói ba tôi khỏi đi chợ,Kon Tum\Bảng đặt câu.xlsx
inh hyơt khan kơ oh inh chonh tơ băng,tôi quên dặn em tôi mua đồ ăn,Kon Tum\Bảng đặt câu.xlsx
inh hyơt năr âu inh trữc lăm,tôi quên hôm nay tôi trực lớp,Kon Tum\Bảng đặt câu.xlsx
inh hơ lah xũt hnam,tôi làm biếng lau nhà,Kon Tum\Bảng đặt câu.xlsx
inh hơ nha oh inh bỡ khong hnam,tôi sai em tôi làm việc nhà,Kon Tum\Bảng đặt câu.xlsx
inh hơ pinh mẽ hia hnam Chuang ngôi,tôi xin mẹ qua nhà Chuang chơi,Kon Tum\Bảng đặt câu.xlsx
inh hơ pơ đe ma nat kơ inh,tôi van xin người khác thương tôi,Kon Tum\Bảng đặt câu.xlsx
inh hơ pơi đe ăn kơ inh jen,tôi van xin người khác cho tôi tiền,Kon Tum\Bảng đặt câu.xlsx
inh hơpơi mẹ inh ăn inh bôk thông,tôi van xin mẹ cho tôi đi chơi,Kon Tum\Bảng đặt câu.xlsx
inh hơtũt dang dõ,tôi đụng phải cái ghế,Kon Tum\Bảng đặt câu.xlsx
inh hưch  dra kăn,tôi yêu con gái,Kon Tum\Bảng đặt câu.xlsx
inh hưch drang nglo,tôi yêu con trai,Kon Tum\Bảng đặt câu.xlsx
inh hưch ko pơ yo inh,tôi yêu bồ của tôi,Kon Tum\Bảng đặt câu.xlsx
inh iok brơm pơ tôh ka,tôi lấy đạn đi đánh cá,Kon Tum\Bảng đặt câu.xlsx
inh iok pơ tih ăn đe oh vao hnhỗk,tôi lấy ví dụ cho các em dễ hiểu,Kon Tum\Bảng đặt câu.xlsx
inh iu kơ grâm,tôi sợ sấm sét,Kon Tum\Bảng đặt câu.xlsx
inh iõk đăk ăn tơ moi nhă,tôi lấy nước cho khách uống,Kon Tum\Bảng đặt câu.xlsx
inh iũ kơ-ep kăp inh,tôi sợ con rết cắn tôi,Kon Tum\Bảng đặt câu.xlsx
inh jang thêm kơ măng,tôi làm thêm buổi tối,Kon Tum\Bảng đặt câu.xlsx
inh ji bơ ngai pơ hle,tôi là người mang lại niềm vui,Kon Tum\Bảng đặt câu.xlsx
inh ji kơ tơh,tôi đau ngực,Kon Tum\Bảng đặt câu.xlsx
inh ji lap hăt kơ mu bi lui,tôi mệt mỏi lắm vì mấy đứa lì,Kon Tum\Bảng đặt câu.xlsx
inh ji tơ neu,tôi đau eo,Kon Tum\Bảng đặt câu.xlsx
inh jit long nhơ nhueh,tôi làm cây nhọn hoắt,Kon Tum\Bảng đặt câu.xlsx
inh juăt bôk trong noh boih,tôi quen đi đường đấy rồi,Kon Tum\Bảng đặt câu.xlsx
inh jĩ klak,tôi đau bụng,Kon Tum\Bảng đặt câu.xlsx
inh jĩ kơl,tôi đau đầu,Kon Tum\Bảng đặt câu.xlsx
inh jĩ rơ gah kơ dũ,tôi đau mỏi lưng,Kon Tum\Bảng đặt câu.xlsx
inh jĩ xơ nenh,tôi bị đau răng,Kon Tum\Bảng đặt câu.xlsx
inh jĭ nhŏng hi,Tôi là anh  nó,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
inh jị măt brê noh inh pinh pơ dêi,tôi bị đau mắt đỏ nên tôi xin nghỉ,Kon Tum\Bảng đặt câu.xlsx
inh jị đon,tôi bị đau tai,Kon Tum\Bảng đặt câu.xlsx
inh khan kơ oh inh năng hnam,tôi bảo với em tôi trông nhà,Kon Tum\Bảng đặt câu.xlsx
inh khan lãi kơ thây boih,tôi nói lại với thầy rồi,Kon Tum\Bảng đặt câu.xlsx
inh krao Sram noh yăng,tôi gọi Sram là dì,Kon Tum\Bảng đặt câu.xlsx
inh krao bôl inh mỡt tơ hnam,tôi gọi bạn tôi đi vào nhà,Kon Tum\Bảng đặt câu.xlsx
inh krao hi vih,Tôi gọi nó về,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
inh krao oh inh wih xong,tôi gọi em tôi về ăn cơm,Kon Tum\Bảng đặt câu.xlsx
inh kre kơ đe bơ kyak,tôi sợ những người làm ma,Kon Tum\Bảng đặt câu.xlsx
inh kuă bôk jang,tôi không muốn đi làm,Kon Tum\Bảng đặt câu.xlsx
inh kuă bôk jâng,tôi không muốn đi bộ,Kon Tum\Bảng đặt câu.xlsx
inh kuă ngôi păng Phyang,tôi không muốn chơi với Phyang,Kon Tum\Bảng đặt câu.xlsx
inh kuă nhă đak xơ ngeu,tôi không muốn uống nước lạnh,Kon Tum\Bảng đặt câu.xlsx
inh kuă tơl,tôi không muốn trả lời,Kon Tum\Bảng đặt câu.xlsx
inh kyă bă inh bôk pơ tăm tơm prit,tôi theo bố tôi đi trồng cây chuối,Kon Tum\Bảng đặt câu.xlsx
inh kăl athei pơ xrăm,Tôi cần phải học,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
inh kăm bôh Huêr bôk đunh,tôi thường thấy Huêr đi lâu,Kon Tum\Bảng đặt câu.xlsx
inh kăm hia ngôi păng Huip,tôi thường qua chơi với Huip,Kon Tum\Bảng đặt câu.xlsx
inh kăm hơ nha oh inh bôk chonh banh,tôi thường sai em tôi đi mua bánh,Kon Tum\Bảng đặt câu.xlsx
inh kơ chẫp băn ao vă song đe,tôi gấp quần áo để cho người ta,Kon Tum\Bảng đặt câu.xlsx
inh kơ chởp ben ao tah lơm kơ tuh,tôi gấp quần áo để vào trong tủ,Kon Tum\Bảng đặt câu.xlsx
inh kơ dơ hăt kơ lih inh wa ko hăp,tôi xấu hổ lắm vì tôi thích nó,Kon Tum\Bảng đặt câu.xlsx
inh lap mă,tôi mệt quá,Kon Tum\Bảng đặt câu.xlsx
inh ling lang iu jom kơ yang,tôi luôn luôn kính sợ thần,Kon Tum\Bảng đặt câu.xlsx
inh ling lang xô xôn,tôi luôn luôn vui vẻ,Kon Tum\Bảng đặt câu.xlsx
inh ling wa wih mă hmenh,tôi luôn muốn về sớm,Kon Tum\Bảng đặt câu.xlsx
inh ling xơ nêp kơ đe bôl inh,tôi luôn vừa lòng với các bạn tôi,Kon Tum\Bảng đặt câu.xlsx
inh ling xơ đon,tôi luôn vừa lòng,Kon Tum\Bảng đặt câu.xlsx
inh ling yom kơ đe nhong oh,tôi luôn hiếu thảo với anh em,Kon Tum\Bảng đặt câu.xlsx
inh lu năng mau dreng,tôi thích nhìn màu vàng,Kon Tum\Bảng đặt câu.xlsx
inh lôm banh trang ăn oh inh xa,tôi cuốn bánh tráng cho em tôi ăn,Kon Tum\Bảng đặt câu.xlsx
inh lôm hơ kok vă măn lễ,tôi cuốn chiếu để cất đi,Kon Tum\Bảng đặt câu.xlsx
inh lăng bôh plenh mi,tôi nhìn thấy trời mưa,Kon Tum\Bảng đặt câu.xlsx
inh lăng đe  bôk jônh hơ bâu,tôi nhìn thấy người ta đi nhặt ốc,Kon Tum\Bảng đặt câu.xlsx
inh lăng đe jang,tôi nhìn người ta làm,Kon Tum\Bảng đặt câu.xlsx
inh lăp bôk hok wih,tôi vừa đi học về,Kon Tum\Bảng đặt câu.xlsx
inh lỡk hơ kok ăn tơ moi oei,tôi trải chiếu cho khách ngồi,Kon Tum\Bảng đặt câu.xlsx
inh maih bôk pơ xrăm,Tôi muốn đi học,Kon Tum\Bảng đặt câu.xlsx
inh maih bôk thông,tôi muốn đi chơi,Kon Tum\Bảng đặt câu.xlsx
inh maih hya tơ hnam bôl,tôi muốn qua nhà bạn,Kon Tum\Bảng đặt câu.xlsx
inh me oh inh sa banh,tôi cho em tôi ăn bánh,Kon Tum\Bảng đặt câu.xlsx
inh mêm kơ jen inh,tôi tiêc tiền của tôi,Kon Tum\Bảng đặt câu.xlsx
inh măn ah noh lah,tôi để ở đó mà,Kon Tum\Bảng đặt câu.xlsx
inh măn khong ah kơpal kơtuh,tôi để đồ ở trên tủ,Kon Tum\Bảng đặt câu.xlsx
inh măn kơ xe tơ agah,tôi để xe ở ngoài,Kon Tum\Bảng đặt câu.xlsx
inh măn kơ đum tơ prơng,tôi cất cái nia trên gác,Kon Tum\Bảng đặt câu.xlsx
inh măn răk jên vă chonh hlabar,tôi cất để dành tiền để mua sách vở,Kon Tum\Bảng đặt câu.xlsx
inh măn tơsi ah kơ pal kơ bang,tôi để cái lược trên cái bàn,Kon Tum\Bảng đặt câu.xlsx
inh mơ nat jat kơ bok tol mă âu,tôi  thấy thương hại người mù này,Kon Tum\Bảng đặt câu.xlsx
inh mơ nat kơ bơ ngai jo,tôi thấy thương những người bị què,Kon Tum\Bảng đặt câu.xlsx
inh mỡt hok trễ,tôi vào học trễ,Kon Tum\Bảng đặt câu.xlsx
inh nao bôk bet vacxin covid,tôi mới đi tiêm vacxincovid,Kon Tum\Bảng đặt câu.xlsx
inh nao chonh kơ-tar,tôi mới mua cây đàn,Kon Tum\Bảng đặt câu.xlsx
inh nao chonh kơdũng nao,tôi mới mua túi mới,Kon Tum\Bảng đặt câu.xlsx
inh nao chonh minh pôm ao đăp mă,tôi mới mua một cái áo đẹp lắm,Kon Tum\Bảng đặt câu.xlsx
inh nao chonh unh pil nao,tôi mới mua cái đèn mới,Kon Tum\Bảng đặt câu.xlsx
inh nao căt sốk,tôi mới cắt tóc,Kon Tum\Bảng đặt câu.xlsx
inh nao krao điên wih tơ hnam,tôi mới gọi điện về cho gia đình,Kon Tum\Bảng đặt câu.xlsx
inh nao tah luil xe,tôi mới thay nhớt xe,Kon Tum\Bảng đặt câu.xlsx
inh ngeh  kơ inh pơ kong,tôi tưởng tượng tôi cưới,Kon Tum\Bảng đặt câu.xlsx
inh ngeh kơ hăp dah truh,tôi tưởng nó nhanh đến,Kon Tum\Bảng đặt câu.xlsx
inh ngeh kơ inh pơ drong,tôi tưởng tượng tôi giàu,Kon Tum\Bảng đặt câu.xlsx
inh nhẽng por ăn mẽ inh tơ uh,tôi mang cơm cho mẹ trên rẫy,Kon Tum\Bảng đặt câu.xlsx
inh nóng hok vă đỗ trường mă inh vă hok,tôi cố gắng học để đỗ trường mà tôi muốn học,Kon Tum\Bảng đặt câu.xlsx
inh năm hoang bă inh xuk chuah,tôi qua phụ bố tôi xúc cát,Kon Tum\Bảng đặt câu.xlsx
inh năm tơ hnam bôl inh,tôi đi qua nhà bạn tôi,Kon Tum\Bảng đặt câu.xlsx
inh năm tơ hnam bă yang,tôi đi qua nhà thờ,Kon Tum\Bảng đặt câu.xlsx
inh năng đe hơ suang,tôi xem người ta múa,Kon Tum\Bảng đặt câu.xlsx
inh năng đe pơ long plung tơ krong,tôi xem người ta đua thuyền trên sông,Kon Tum\Bảng đặt câu.xlsx
inh năng đe tơhlu unh,tôi xem người ta thổi lửa,Kon Tum\Bảng đặt câu.xlsx
inh năng điện thoại noh hiơp tep hloi,tôi coi điện thoại thì liệm ngủ luôn,Kon Tum\Bảng đặt câu.xlsx
inh oe chut dak muh ăn oh iẽ,tôi đang chùi nước mũi cho em bé,Kon Tum\Bảng đặt câu.xlsx
inh oeh kơ ya vă ướp tơ băng,tôi giã gừng để ướp đồ ăn,Kon Tum\Bảng đặt câu.xlsx
inh oeh tơ pung,tôi đang giã gạo,Kon Tum\Bảng đặt câu.xlsx
inh oei buh ka,tôi đang nướng cá,Kon Tum\Bảng đặt câu.xlsx
inh oei chut lu kư bang păng dang dó,tôi đang lau những chiếc bàn và ghế,Kon Tum\Bảng đặt câu.xlsx
inh oei dui đing đak,tôi đang kéo ống nước,Kon Tum\Bảng đặt câu.xlsx
inh oei gô bôl inh năm chơ bôk hok,tôi đag chờ bạn tôi qua đón đi học,Kon Tum\Bảng đặt câu.xlsx
inh oei gô mi prăng vă wih,tôi đang chờ mưa tạnh để về,Kon Tum\Bảng đặt câu.xlsx
inh oei hrũk thử ao,tôi đang mặc thử áo,Kon Tum\Bảng đặt câu.xlsx
inh oei kơ pal e,tôi ngồi tren bạn,Kon Tum\Bảng đặt câu.xlsx
inh oei lôm chả ram,tôi đang cuốn chả ram,Kon Tum\Bảng đặt câu.xlsx
inh oei lỡk hơ kok,tôi đang trải chiếu,Kon Tum\Bảng đặt câu.xlsx
inh oei me mon inh dư cháo,tôi đang đút cho cháu tôi ăn cháo,Kon Tum\Bảng đặt câu.xlsx
inh oei ngôi,tôi đang ngồi chơi,Kon Tum\Bảng đặt câu.xlsx
inh oei ngơr chuah,tôi đang nghịch cát,Kon Tum\Bảng đặt câu.xlsx
inh oei raih ka,tôi đang mổ cá,Kon Tum\Bảng đặt câu.xlsx
inh oei sỡk ba păng mẽ,tôi đang phơi lúa với mẹ,Kon Tum\Bảng đặt câu.xlsx
inh oei tanh ao len,tôi đang đan áo len,Kon Tum\Bảng đặt câu.xlsx
inh oei tơ pal kơ bang,tôi ngồi trên cái bàn,Kon Tum\Bảng đặt câu.xlsx
inh oei xir ok ăn hơra xa,tôi đang đào giun cho vịt ăn,Kon Tum\Bảng đặt câu.xlsx
inh oei ăn oh inh hrũk ao,tôi đang cho em tôi mặc áo,Kon Tum\Bảng đặt câu.xlsx
inh pai kanh hơ puăl,tôi nấu canh bí đao,Kon Tum\Bảng đặt câu.xlsx
inh pai por,tôi nấu cơm,Kon Tum\Bảng đặt câu.xlsx
inh pai tơ băng,tôi nấu đồ ăn,Kon Tum\Bảng đặt câu.xlsx
inh pai tơ băng duh pôm păi,tôi nấu ăn cũng tàm tạm,Kon Tum\Bảng đặt câu.xlsx
inh pai tơ băng nhẽng ăn bă păng mẽ inh tớ mir,tôi nấu đồ ăn đem cho bố và mẹ tôi ở rẫy,Kon Tum\Bảng đặt câu.xlsx
inh peh pơ hăng,tôi giã ớt,Kon Tum\Bảng đặt câu.xlsx
inh pel con ko,tôi sờ con chó,Kon Tum\Bảng đặt câu.xlsx
